cce_loss,cce_accuracy,disc_loss,gan_loss
"tf.Tensor(10.171471, shape=(), dtype=float32)","tf.Tensor(0.74935484, shape=(), dtype=float32)","tf.Tensor(7.443148e-05, shape=(), dtype=float32)","tf.Tensor(10.1564665, shape=(), dtype=float32)"
"tf.Tensor(10.150336, shape=(), dtype=float32)","tf.Tensor(0.750431, shape=(), dtype=float32)","tf.Tensor(0.0020182705, shape=(), dtype=float32)","tf.Tensor(10.143148, shape=(), dtype=float32)"
"tf.Tensor(10.042693, shape=(), dtype=float32)","tf.Tensor(0.752928, shape=(), dtype=float32)","tf.Tensor(0.0018560822, shape=(), dtype=float32)","tf.Tensor(10.1362915, shape=(), dtype=float32)"
"tf.Tensor(10.01752, shape=(), dtype=float32)","tf.Tensor(0.75358295, shape=(), dtype=float32)","tf.Tensor(0.001719059, shape=(), dtype=float32)","tf.Tensor(10.128033, shape=(), dtype=float32)"
"tf.Tensor(9.952026, shape=(), dtype=float32)","tf.Tensor(0.75513226, shape=(), dtype=float32)","tf.Tensor(0.0016012937, shape=(), dtype=float32)","tf.Tensor(10.12676, shape=(), dtype=float32)"
"tf.Tensor(9.914354, shape=(), dtype=float32)","tf.Tensor(0.755898, shape=(), dtype=float32)","tf.Tensor(0.0014995656, shape=(), dtype=float32)","tf.Tensor(10.112589, shape=(), dtype=float32)"
"tf.Tensor(9.868148, shape=(), dtype=float32)","tf.Tensor(0.7570367, shape=(), dtype=float32)","tf.Tensor(0.0014107497, shape=(), dtype=float32)","tf.Tensor(10.096812, shape=(), dtype=float32)"
"tf.Tensor(9.853934, shape=(), dtype=float32)","tf.Tensor(0.75752395, shape=(), dtype=float32)","tf.Tensor(0.001331816, shape=(), dtype=float32)","tf.Tensor(10.099425, shape=(), dtype=float32)"
"tf.Tensor(9.882146, shape=(), dtype=float32)","tf.Tensor(0.7570844, shape=(), dtype=float32)","tf.Tensor(0.0012617699, shape=(), dtype=float32)","tf.Tensor(10.099086, shape=(), dtype=float32)"
"tf.Tensor(9.836254, shape=(), dtype=float32)","tf.Tensor(0.7583587, shape=(), dtype=float32)","tf.Tensor(0.0011993315, shape=(), dtype=float32)","tf.Tensor(10.089103, shape=(), dtype=float32)"
"tf.Tensor(9.823138, shape=(), dtype=float32)","tf.Tensor(0.75871086, shape=(), dtype=float32)","tf.Tensor(0.0011427597, shape=(), dtype=float32)","tf.Tensor(10.090807, shape=(), dtype=float32)"
"tf.Tensor(9.794193, shape=(), dtype=float32)","tf.Tensor(0.7596714, shape=(), dtype=float32)","tf.Tensor(0.001091965, shape=(), dtype=float32)","tf.Tensor(10.077721, shape=(), dtype=float32)"
"tf.Tensor(9.761165, shape=(), dtype=float32)","tf.Tensor(0.7605445, shape=(), dtype=float32)","tf.Tensor(0.0010452017, shape=(), dtype=float32)","tf.Tensor(10.0866785, shape=(), dtype=float32)"
"tf.Tensor(9.719798, shape=(), dtype=float32)","tf.Tensor(0.76165545, shape=(), dtype=float32)","tf.Tensor(0.0010021889, shape=(), dtype=float32)","tf.Tensor(10.111105, shape=(), dtype=float32)"
"tf.Tensor(9.694904, shape=(), dtype=float32)","tf.Tensor(0.76245105, shape=(), dtype=float32)","tf.Tensor(0.00096269284, shape=(), dtype=float32)","tf.Tensor(10.136584, shape=(), dtype=float32)"
"tf.Tensor(9.656852, shape=(), dtype=float32)","tf.Tensor(0.7634147, shape=(), dtype=float32)","tf.Tensor(0.00092633074, shape=(), dtype=float32)","tf.Tensor(10.159049, shape=(), dtype=float32)"
"tf.Tensor(9.62153, shape=(), dtype=float32)","tf.Tensor(0.76421815, shape=(), dtype=float32)","tf.Tensor(0.0008929238, shape=(), dtype=float32)","tf.Tensor(10.169744, shape=(), dtype=float32)"
"tf.Tensor(9.542115, shape=(), dtype=float32)","tf.Tensor(0.76600164, shape=(), dtype=float32)","tf.Tensor(0.0008620848, shape=(), dtype=float32)","tf.Tensor(10.178678, shape=(), dtype=float32)"
"tf.Tensor(9.465383, shape=(), dtype=float32)","tf.Tensor(0.76765543, shape=(), dtype=float32)","tf.Tensor(0.00083340897, shape=(), dtype=float32)","tf.Tensor(10.18532, shape=(), dtype=float32)"
"tf.Tensor(9.5024395, shape=(), dtype=float32)","tf.Tensor(0.760989, shape=(), dtype=float32)","tf.Tensor(3.5511242e-05, shape=(), dtype=float32)","tf.Tensor(11.866757, shape=(), dtype=float32)"
"tf.Tensor(10.224199, shape=(), dtype=float32)","tf.Tensor(0.79162055, shape=(), dtype=float32)","tf.Tensor(5.7840414e-05, shape=(), dtype=float32)","tf.Tensor(10.338163, shape=(), dtype=float32)"
"tf.Tensor(8.722058, shape=(), dtype=float32)","tf.Tensor(0.8042666, shape=(), dtype=float32)","tf.Tensor(6.192915e-05, shape=(), dtype=float32)","tf.Tensor(10.161924, shape=(), dtype=float32)"
"tf.Tensor(7.8011446, shape=(), dtype=float32)","tf.Tensor(0.8184974, shape=(), dtype=float32)","tf.Tensor(6.288401e-05, shape=(), dtype=float32)","tf.Tensor(10.099093, shape=(), dtype=float32)"
"tf.Tensor(7.3437853, shape=(), dtype=float32)","tf.Tensor(0.825785, shape=(), dtype=float32)","tf.Tensor(6.3212465e-05, shape=(), dtype=float32)","tf.Tensor(10.067175, shape=(), dtype=float32)"
"tf.Tensor(7.0625863, shape=(), dtype=float32)","tf.Tensor(0.82998836, shape=(), dtype=float32)","tf.Tensor(6.301397e-05, shape=(), dtype=float32)","tf.Tensor(10.062224, shape=(), dtype=float32)"
"tf.Tensor(6.780763, shape=(), dtype=float32)","tf.Tensor(0.8352845, shape=(), dtype=float32)","tf.Tensor(6.241362e-05, shape=(), dtype=float32)","tf.Tensor(10.0769205, shape=(), dtype=float32)"
"tf.Tensor(6.5789957, shape=(), dtype=float32)","tf.Tensor(0.8392005, shape=(), dtype=float32)","tf.Tensor(6.213005e-05, shape=(), dtype=float32)","tf.Tensor(10.089182, shape=(), dtype=float32)"
"tf.Tensor(6.4287715, shape=(), dtype=float32)","tf.Tensor(0.8420857, shape=(), dtype=float32)","tf.Tensor(6.153031e-05, shape=(), dtype=float32)","tf.Tensor(10.103356, shape=(), dtype=float32)"
"tf.Tensor(6.3053493, shape=(), dtype=float32)","tf.Tensor(0.84459305, shape=(), dtype=float32)","tf.Tensor(6.110839e-05, shape=(), dtype=float32)","tf.Tensor(10.104368, shape=(), dtype=float32)"
"tf.Tensor(6.181182, shape=(), dtype=float32)","tf.Tensor(0.8469754, shape=(), dtype=float32)","tf.Tensor(5.9887007e-05, shape=(), dtype=float32)","tf.Tensor(10.151632, shape=(), dtype=float32)"
"tf.Tensor(6.128986, shape=(), dtype=float32)","tf.Tensor(0.84778416, shape=(), dtype=float32)","tf.Tensor(5.9585644e-05, shape=(), dtype=float32)","tf.Tensor(10.146998, shape=(), dtype=float32)"
"tf.Tensor(6.040765, shape=(), dtype=float32)","tf.Tensor(0.849682, shape=(), dtype=float32)","tf.Tensor(5.8578207e-05, shape=(), dtype=float32)","tf.Tensor(10.183028, shape=(), dtype=float32)"
"tf.Tensor(5.996051, shape=(), dtype=float32)","tf.Tensor(0.85057485, shape=(), dtype=float32)","tf.Tensor(5.7405196e-05, shape=(), dtype=float32)","tf.Tensor(10.227157, shape=(), dtype=float32)"
"tf.Tensor(5.930359, shape=(), dtype=float32)","tf.Tensor(0.85205704, shape=(), dtype=float32)","tf.Tensor(5.6384597e-05, shape=(), dtype=float32)","tf.Tensor(10.266224, shape=(), dtype=float32)"
"tf.Tensor(5.884655, shape=(), dtype=float32)","tf.Tensor(0.85295266, shape=(), dtype=float32)","tf.Tensor(5.532444e-05, shape=(), dtype=float32)","tf.Tensor(10.312761, shape=(), dtype=float32)"
"tf.Tensor(5.827053, shape=(), dtype=float32)","tf.Tensor(0.8543428, shape=(), dtype=float32)","tf.Tensor(5.4357923e-05, shape=(), dtype=float32)","tf.Tensor(10.355916, shape=(), dtype=float32)"
"tf.Tensor(5.8076024, shape=(), dtype=float32)","tf.Tensor(0.85464406, shape=(), dtype=float32)","tf.Tensor(5.3373937e-05, shape=(), dtype=float32)","tf.Tensor(10.394836, shape=(), dtype=float32)"
"tf.Tensor(5.8296714, shape=(), dtype=float32)","tf.Tensor(0.85423803, shape=(), dtype=float32)","tf.Tensor(5.3073352e-05, shape=(), dtype=float32)","tf.Tensor(10.3957815, shape=(), dtype=float32)"
"tf.Tensor(5.8064547, shape=(), dtype=float32)","tf.Tensor(0.85479677, shape=(), dtype=float32)","tf.Tensor(5.26443e-05, shape=(), dtype=float32)","tf.Tensor(10.408979, shape=(), dtype=float32)"
"tf.Tensor(5.7910023, shape=(), dtype=float32)","tf.Tensor(0.855075, shape=(), dtype=float32)","tf.Tensor(5.216088e-05, shape=(), dtype=float32)","tf.Tensor(10.42239, shape=(), dtype=float32)"
"tf.Tensor(5.7727585, shape=(), dtype=float32)","tf.Tensor(0.85556513, shape=(), dtype=float32)","tf.Tensor(5.1627743e-05, shape=(), dtype=float32)","tf.Tensor(10.44207, shape=(), dtype=float32)"
"tf.Tensor(5.746638, shape=(), dtype=float32)","tf.Tensor(0.85613143, shape=(), dtype=float32)","tf.Tensor(5.0981154e-05, shape=(), dtype=float32)","tf.Tensor(10.466207, shape=(), dtype=float32)"
"tf.Tensor(5.7330847, shape=(), dtype=float32)","tf.Tensor(0.8563749, shape=(), dtype=float32)","tf.Tensor(5.061583e-05, shape=(), dtype=float32)","tf.Tensor(10.471039, shape=(), dtype=float32)"
"tf.Tensor(5.7228227, shape=(), dtype=float32)","tf.Tensor(0.85656816, shape=(), dtype=float32)","tf.Tensor(5.0955252e-05, shape=(), dtype=float32)","tf.Tensor(10.43747, shape=(), dtype=float32)"
"tf.Tensor(5.7017407, shape=(), dtype=float32)","tf.Tensor(0.8569019, shape=(), dtype=float32)","tf.Tensor(5.124454e-05, shape=(), dtype=float32)","tf.Tensor(10.406459, shape=(), dtype=float32)"
"tf.Tensor(5.6864324, shape=(), dtype=float32)","tf.Tensor(0.85713184, shape=(), dtype=float32)","tf.Tensor(5.1134557e-05, shape=(), dtype=float32)","tf.Tensor(10.393155, shape=(), dtype=float32)"
"tf.Tensor(5.6493015, shape=(), dtype=float32)","tf.Tensor(0.8579831, shape=(), dtype=float32)","tf.Tensor(5.0825583e-05, shape=(), dtype=float32)","tf.Tensor(10.391449, shape=(), dtype=float32)"
"tf.Tensor(5.61306, shape=(), dtype=float32)","tf.Tensor(0.8588322, shape=(), dtype=float32)","tf.Tensor(5.0855124e-05, shape=(), dtype=float32)","tf.Tensor(10.372609, shape=(), dtype=float32)"
"tf.Tensor(5.762672, shape=(), dtype=float32)","tf.Tensor(0.8434066, shape=(), dtype=float32)","tf.Tensor(6.385375e-05, shape=(), dtype=float32)","tf.Tensor(9.314749, shape=(), dtype=float32)"
"tf.Tensor(4.3455286, shape=(), dtype=float32)","tf.Tensor(0.88671, shape=(), dtype=float32)","tf.Tensor(6.0393493e-05, shape=(), dtype=float32)","tf.Tensor(9.394837, shape=(), dtype=float32)"
"tf.Tensor(4.447987, shape=(), dtype=float32)","tf.Tensor(0.8848075, shape=(), dtype=float32)","tf.Tensor(4.8724007e-05, shape=(), dtype=float32)","tf.Tensor(9.945267, shape=(), dtype=float32)"
"tf.Tensor(4.2361536, shape=(), dtype=float32)","tf.Tensor(0.8898926, shape=(), dtype=float32)","tf.Tensor(4.8910166e-05, shape=(), dtype=float32)","tf.Tensor(9.891974, shape=(), dtype=float32)"
"tf.Tensor(4.1875997, shape=(), dtype=float32)","tf.Tensor(0.8914918, shape=(), dtype=float32)","tf.Tensor(4.5253688e-05, shape=(), dtype=float32)","tf.Tensor(10.10798, shape=(), dtype=float32)"
"tf.Tensor(4.161428, shape=(), dtype=float32)","tf.Tensor(0.8920414, shape=(), dtype=float32)","tf.Tensor(4.4172593e-05, shape=(), dtype=float32)","tf.Tensor(10.119801, shape=(), dtype=float32)"
"tf.Tensor(4.109425, shape=(), dtype=float32)","tf.Tensor(0.8930993, shape=(), dtype=float32)","tf.Tensor(4.2303735e-05, shape=(), dtype=float32)","tf.Tensor(10.203692, shape=(), dtype=float32)"
"tf.Tensor(4.0663085, shape=(), dtype=float32)","tf.Tensor(0.8943045, shape=(), dtype=float32)","tf.Tensor(4.0293053e-05, shape=(), dtype=float32)","tf.Tensor(10.321066, shape=(), dtype=float32)"
"tf.Tensor(4.028104, shape=(), dtype=float32)","tf.Tensor(0.89529204, shape=(), dtype=float32)","tf.Tensor(3.99891e-05, shape=(), dtype=float32)","tf.Tensor(10.3116665, shape=(), dtype=float32)"
"tf.Tensor(4.0234146, shape=(), dtype=float32)","tf.Tensor(0.89544904, shape=(), dtype=float32)","tf.Tensor(3.9223283e-05, shape=(), dtype=float32)","tf.Tensor(10.33346, shape=(), dtype=float32)"
"tf.Tensor(4.000007, shape=(), dtype=float32)","tf.Tensor(0.8959025, shape=(), dtype=float32)","tf.Tensor(3.829285e-05, shape=(), dtype=float32)","tf.Tensor(10.374552, shape=(), dtype=float32)"
"tf.Tensor(4.0224905, shape=(), dtype=float32)","tf.Tensor(0.8955218, shape=(), dtype=float32)","tf.Tensor(3.839416e-05, shape=(), dtype=float32)","tf.Tensor(10.348491, shape=(), dtype=float32)"
"tf.Tensor(4.0137916, shape=(), dtype=float32)","tf.Tensor(0.89555305, shape=(), dtype=float32)","tf.Tensor(3.734232e-05, shape=(), dtype=float32)","tf.Tensor(10.41115, shape=(), dtype=float32)"
"tf.Tensor(4.0252733, shape=(), dtype=float32)","tf.Tensor(0.8951702, shape=(), dtype=float32)","tf.Tensor(3.6385303e-05, shape=(), dtype=float32)","tf.Tensor(10.467308, shape=(), dtype=float32)"
"tf.Tensor(4.015294, shape=(), dtype=float32)","tf.Tensor(0.8952252, shape=(), dtype=float32)","tf.Tensor(3.5640347e-05, shape=(), dtype=float32)","tf.Tensor(10.498556, shape=(), dtype=float32)"
"tf.Tensor(4.0070086, shape=(), dtype=float32)","tf.Tensor(0.8953659, shape=(), dtype=float32)","tf.Tensor(3.4959292e-05, shape=(), dtype=float32)","tf.Tensor(10.527047, shape=(), dtype=float32)"
"tf.Tensor(3.9902282, shape=(), dtype=float32)","tf.Tensor(0.8958514, shape=(), dtype=float32)","tf.Tensor(3.4566146e-05, shape=(), dtype=float32)","tf.Tensor(10.532883, shape=(), dtype=float32)"
"tf.Tensor(4.000085, shape=(), dtype=float32)","tf.Tensor(0.8954817, shape=(), dtype=float32)","tf.Tensor(3.4710236e-05, shape=(), dtype=float32)","tf.Tensor(10.498069, shape=(), dtype=float32)"
"tf.Tensor(4.0482516, shape=(), dtype=float32)","tf.Tensor(0.89458156, shape=(), dtype=float32)","tf.Tensor(3.4402565e-05, shape=(), dtype=float32)","tf.Tensor(10.491957, shape=(), dtype=float32)"
"tf.Tensor(4.063353, shape=(), dtype=float32)","tf.Tensor(0.8941165, shape=(), dtype=float32)","tf.Tensor(3.4191216e-05, shape=(), dtype=float32)","tf.Tensor(10.4802065, shape=(), dtype=float32)"
"tf.Tensor(4.071021, shape=(), dtype=float32)","tf.Tensor(0.89383316, shape=(), dtype=float32)","tf.Tensor(3.3711e-05, shape=(), dtype=float32)","tf.Tensor(10.49095, shape=(), dtype=float32)"
"tf.Tensor(4.0755396, shape=(), dtype=float32)","tf.Tensor(0.8937359, shape=(), dtype=float32)","tf.Tensor(3.3115895e-05, shape=(), dtype=float32)","tf.Tensor(10.521193, shape=(), dtype=float32)"
"tf.Tensor(4.0691123, shape=(), dtype=float32)","tf.Tensor(0.89390427, shape=(), dtype=float32)","tf.Tensor(3.2437532e-05, shape=(), dtype=float32)","tf.Tensor(10.560272, shape=(), dtype=float32)"
"tf.Tensor(4.0799394, shape=(), dtype=float32)","tf.Tensor(0.8936031, shape=(), dtype=float32)","tf.Tensor(3.1693286e-05, shape=(), dtype=float32)","tf.Tensor(10.616663, shape=(), dtype=float32)"
"tf.Tensor(4.0800414, shape=(), dtype=float32)","tf.Tensor(0.8935381, shape=(), dtype=float32)","tf.Tensor(3.0974858e-05, shape=(), dtype=float32)","tf.Tensor(10.672115, shape=(), dtype=float32)"
"tf.Tensor(4.0841384, shape=(), dtype=float32)","tf.Tensor(0.89331555, shape=(), dtype=float32)","tf.Tensor(3.0346737e-05, shape=(), dtype=float32)","tf.Tensor(10.714661, shape=(), dtype=float32)"
"tf.Tensor(4.0825524, shape=(), dtype=float32)","tf.Tensor(0.89325553, shape=(), dtype=float32)","tf.Tensor(2.966415e-05, shape=(), dtype=float32)","tf.Tensor(10.771707, shape=(), dtype=float32)"
"tf.Tensor(4.0693235, shape=(), dtype=float32)","tf.Tensor(0.8934479, shape=(), dtype=float32)","tf.Tensor(2.8998387e-05, shape=(), dtype=float32)","tf.Tensor(10.830094, shape=(), dtype=float32)"
"tf.Tensor(4.0568476, shape=(), dtype=float32)","tf.Tensor(0.89373493, shape=(), dtype=float32)","tf.Tensor(2.8401928e-05, shape=(), dtype=float32)","tf.Tensor(10.877562, shape=(), dtype=float32)"
"tf.Tensor(4.558079, shape=(), dtype=float32)","tf.Tensor(0.88736266, shape=(), dtype=float32)","tf.Tensor(9.814769e-06, shape=(), dtype=float32)","tf.Tensor(12.526785, shape=(), dtype=float32)"
"tf.Tensor(3.4739327, shape=(), dtype=float32)","tf.Tensor(0.9082487, shape=(), dtype=float32)","tf.Tensor(1.18294965e-05, shape=(), dtype=float32)","tf.Tensor(12.105768, shape=(), dtype=float32)"
"tf.Tensor(4.396288, shape=(), dtype=float32)","tf.Tensor(0.8879272, shape=(), dtype=float32)","tf.Tensor(1.2781509e-05, shape=(), dtype=float32)","tf.Tensor(11.892458, shape=(), dtype=float32)"
"tf.Tensor(4.138854, shape=(), dtype=float32)","tf.Tensor(0.89319414, shape=(), dtype=float32)","tf.Tensor(1.3277724e-05, shape=(), dtype=float32)","tf.Tensor(11.781647, shape=(), dtype=float32)"
"tf.Tensor(4.027086, shape=(), dtype=float32)","tf.Tensor(0.89566946, shape=(), dtype=float32)","tf.Tensor(1.5004039e-05, shape=(), dtype=float32)","tf.Tensor(11.503159, shape=(), dtype=float32)"
"tf.Tensor(3.9577749, shape=(), dtype=float32)","tf.Tensor(0.8968449, shape=(), dtype=float32)","tf.Tensor(1.571141e-05, shape=(), dtype=float32)","tf.Tensor(11.365803, shape=(), dtype=float32)"
"tf.Tensor(3.8751807, shape=(), dtype=float32)","tf.Tensor(0.8986785, shape=(), dtype=float32)","tf.Tensor(1.6105205e-05, shape=(), dtype=float32)","tf.Tensor(11.26984, shape=(), dtype=float32)"
"tf.Tensor(3.8127122, shape=(), dtype=float32)","tf.Tensor(0.90032315, shape=(), dtype=float32)","tf.Tensor(1.6017219e-05, shape=(), dtype=float32)","tf.Tensor(11.244656, shape=(), dtype=float32)"
"tf.Tensor(3.7482283, shape=(), dtype=float32)","tf.Tensor(0.9020722, shape=(), dtype=float32)","tf.Tensor(1.566757e-05, shape=(), dtype=float32)","tf.Tensor(11.272142, shape=(), dtype=float32)"
"tf.Tensor(3.7127187, shape=(), dtype=float32)","tf.Tensor(0.9031883, shape=(), dtype=float32)","tf.Tensor(1.4988267e-05, shape=(), dtype=float32)","tf.Tensor(11.377023, shape=(), dtype=float32)"
"tf.Tensor(3.672004, shape=(), dtype=float32)","tf.Tensor(0.9040279, shape=(), dtype=float32)","tf.Tensor(1.4470347e-05, shape=(), dtype=float32)","tf.Tensor(11.438354, shape=(), dtype=float32)"
"tf.Tensor(3.6718962, shape=(), dtype=float32)","tf.Tensor(0.9040273, shape=(), dtype=float32)","tf.Tensor(1.405035e-05, shape=(), dtype=float32)","tf.Tensor(11.489595, shape=(), dtype=float32)"
"tf.Tensor(3.6380146, shape=(), dtype=float32)","tf.Tensor(0.90484554, shape=(), dtype=float32)","tf.Tensor(1.3676317e-05, shape=(), dtype=float32)","tf.Tensor(11.533946, shape=(), dtype=float32)"
"tf.Tensor(3.6245005, shape=(), dtype=float32)","tf.Tensor(0.90504855, shape=(), dtype=float32)","tf.Tensor(1.3502826e-05, shape=(), dtype=float32)","tf.Tensor(11.534452, shape=(), dtype=float32)"
"tf.Tensor(3.6026628, shape=(), dtype=float32)","tf.Tensor(0.9055647, shape=(), dtype=float32)","tf.Tensor(1.32274845e-05, shape=(), dtype=float32)","tf.Tensor(11.56552, shape=(), dtype=float32)"
"tf.Tensor(3.5834746, shape=(), dtype=float32)","tf.Tensor(0.90592194, shape=(), dtype=float32)","tf.Tensor(1.287874e-05, shape=(), dtype=float32)","tf.Tensor(11.613538, shape=(), dtype=float32)"
"tf.Tensor(3.55559, shape=(), dtype=float32)","tf.Tensor(0.90676916, shape=(), dtype=float32)","tf.Tensor(1.2487857e-05, shape=(), dtype=float32)","tf.Tensor(11.677982, shape=(), dtype=float32)"
"tf.Tensor(3.542248, shape=(), dtype=float32)","tf.Tensor(0.9069595, shape=(), dtype=float32)","tf.Tensor(1.211576e-05, shape=(), dtype=float32)","tf.Tensor(11.741179, shape=(), dtype=float32)"
"tf.Tensor(3.556706, shape=(), dtype=float32)","tf.Tensor(0.9069529, shape=(), dtype=float32)","tf.Tensor(1.1756678e-05, shape=(), dtype=float32)","tf.Tensor(11.806786, shape=(), dtype=float32)"
"tf.Tensor(3.5569642, shape=(), dtype=float32)","tf.Tensor(0.9069017, shape=(), dtype=float32)","tf.Tensor(1.14420845e-05, shape=(), dtype=float32)","tf.Tensor(11.86125, shape=(), dtype=float32)"
"tf.Tensor(3.5446281, shape=(), dtype=float32)","tf.Tensor(0.9071817, shape=(), dtype=float32)","tf.Tensor(1.114592e-05, shape=(), dtype=float32)","tf.Tensor(11.911062, shape=(), dtype=float32)"
"tf.Tensor(3.5330067, shape=(), dtype=float32)","tf.Tensor(0.9075127, shape=(), dtype=float32)","tf.Tensor(1.0860705e-05, shape=(), dtype=float32)","tf.Tensor(11.962195, shape=(), dtype=float32)"
"tf.Tensor(3.5203426, shape=(), dtype=float32)","tf.Tensor(0.9078476, shape=(), dtype=float32)","tf.Tensor(1.0615067e-05, shape=(), dtype=float32)","tf.Tensor(11.997705, shape=(), dtype=float32)"
"tf.Tensor(3.5169284, shape=(), dtype=float32)","tf.Tensor(0.90793383, shape=(), dtype=float32)","tf.Tensor(1.0352547e-05, shape=(), dtype=float32)","tf.Tensor(12.045443, shape=(), dtype=float32)"
"tf.Tensor(3.50805, shape=(), dtype=float32)","tf.Tensor(0.90812695, shape=(), dtype=float32)","tf.Tensor(1.0122396e-05, shape=(), dtype=float32)","tf.Tensor(12.083149, shape=(), dtype=float32)"
"tf.Tensor(3.5043993, shape=(), dtype=float32)","tf.Tensor(0.908155, shape=(), dtype=float32)","tf.Tensor(9.900552e-06, shape=(), dtype=float32)","tf.Tensor(12.1207075, shape=(), dtype=float32)"
"tf.Tensor(3.4980893, shape=(), dtype=float32)","tf.Tensor(0.9083169, shape=(), dtype=float32)","tf.Tensor(9.680473e-06, shape=(), dtype=float32)","tf.Tensor(12.1603155, shape=(), dtype=float32)"
"tf.Tensor(3.481196, shape=(), dtype=float32)","tf.Tensor(0.90874386, shape=(), dtype=float32)","tf.Tensor(9.468909e-06, shape=(), dtype=float32)","tf.Tensor(12.199479, shape=(), dtype=float32)"
"tf.Tensor(3.4658368, shape=(), dtype=float32)","tf.Tensor(0.9091582, shape=(), dtype=float32)","tf.Tensor(9.276677e-06, shape=(), dtype=float32)","tf.Tensor(12.2330475, shape=(), dtype=float32)"
"tf.Tensor(4.0787845, shape=(), dtype=float32)","tf.Tensor(0.8901099, shape=(), dtype=float32)","tf.Tensor(3.3080032e-06, shape=(), dtype=float32)","tf.Tensor(13.431889, shape=(), dtype=float32)"
"tf.Tensor(2.7386904, shape=(), dtype=float32)","tf.Tensor(0.92889035, shape=(), dtype=float32)","tf.Tensor(3.5919666e-06, shape=(), dtype=float32)","tf.Tensor(13.26391, shape=(), dtype=float32)"
"tf.Tensor(2.9007428, shape=(), dtype=float32)","tf.Tensor(0.92447066, shape=(), dtype=float32)","tf.Tensor(3.6661838e-06, shape=(), dtype=float32)","tf.Tensor(13.246714, shape=(), dtype=float32)"
"tf.Tensor(2.7983801, shape=(), dtype=float32)","tf.Tensor(0.9273618, shape=(), dtype=float32)","tf.Tensor(3.5065204e-06, shape=(), dtype=float32)","tf.Tensor(13.301691, shape=(), dtype=float32)"
"tf.Tensor(2.7862525, shape=(), dtype=float32)","tf.Tensor(0.92811686, shape=(), dtype=float32)","tf.Tensor(3.48797e-06, shape=(), dtype=float32)","tf.Tensor(13.301877, shape=(), dtype=float32)"
"tf.Tensor(2.776173, shape=(), dtype=float32)","tf.Tensor(0.9281907, shape=(), dtype=float32)","tf.Tensor(3.5052994e-06, shape=(), dtype=float32)","tf.Tensor(13.289639, shape=(), dtype=float32)"
"tf.Tensor(2.7713184, shape=(), dtype=float32)","tf.Tensor(0.92805785, shape=(), dtype=float32)","tf.Tensor(3.488877e-06, shape=(), dtype=float32)","tf.Tensor(13.274976, shape=(), dtype=float32)"
"tf.Tensor(2.7564003, shape=(), dtype=float32)","tf.Tensor(0.92845225, shape=(), dtype=float32)","tf.Tensor(3.4217924e-06, shape=(), dtype=float32)","tf.Tensor(13.305777, shape=(), dtype=float32)"
"tf.Tensor(2.7499485, shape=(), dtype=float32)","tf.Tensor(0.92881435, shape=(), dtype=float32)","tf.Tensor(3.3297756e-06, shape=(), dtype=float32)","tf.Tensor(13.341087, shape=(), dtype=float32)"
"tf.Tensor(2.7428775, shape=(), dtype=float32)","tf.Tensor(0.9289549, shape=(), dtype=float32)","tf.Tensor(3.2399064e-06, shape=(), dtype=float32)","tf.Tensor(13.37898, shape=(), dtype=float32)"
"tf.Tensor(2.7285514, shape=(), dtype=float32)","tf.Tensor(0.92923886, shape=(), dtype=float32)","tf.Tensor(3.1827808e-06, shape=(), dtype=float32)","tf.Tensor(13.39861, shape=(), dtype=float32)"
"tf.Tensor(2.7509542, shape=(), dtype=float32)","tf.Tensor(0.9286828, shape=(), dtype=float32)","tf.Tensor(3.1274435e-06, shape=(), dtype=float32)","tf.Tensor(13.421251, shape=(), dtype=float32)"
"tf.Tensor(2.748238, shape=(), dtype=float32)","tf.Tensor(0.9287134, shape=(), dtype=float32)","tf.Tensor(3.1515233e-06, shape=(), dtype=float32)","tf.Tensor(13.388579, shape=(), dtype=float32)"
"tf.Tensor(2.7521186, shape=(), dtype=float32)","tf.Tensor(0.928509, shape=(), dtype=float32)","tf.Tensor(3.1635432e-06, shape=(), dtype=float32)","tf.Tensor(13.364764, shape=(), dtype=float32)"
"tf.Tensor(2.7522564, shape=(), dtype=float32)","tf.Tensor(0.9285125, shape=(), dtype=float32)","tf.Tensor(3.14188e-06, shape=(), dtype=float32)","tf.Tensor(13.356152, shape=(), dtype=float32)"
"tf.Tensor(2.7421546, shape=(), dtype=float32)","tf.Tensor(0.9287718, shape=(), dtype=float32)","tf.Tensor(3.1716036e-06, shape=(), dtype=float32)","tf.Tensor(13.3233595, shape=(), dtype=float32)"
"tf.Tensor(2.7337956, shape=(), dtype=float32)","tf.Tensor(0.9290271, shape=(), dtype=float32)","tf.Tensor(3.1848256e-06, shape=(), dtype=float32)","tf.Tensor(13.297233, shape=(), dtype=float32)"
"tf.Tensor(2.7418394, shape=(), dtype=float32)","tf.Tensor(0.9286774, shape=(), dtype=float32)","tf.Tensor(3.1355983e-06, shape=(), dtype=float32)","tf.Tensor(13.311648, shape=(), dtype=float32)"
"tf.Tensor(2.7594922, shape=(), dtype=float32)","tf.Tensor(0.92828405, shape=(), dtype=float32)","tf.Tensor(3.086841e-06, shape=(), dtype=float32)","tf.Tensor(13.327785, shape=(), dtype=float32)"
