sum_loss,sum_acc,art_loss,art_acc
10.431981086730957,0.0,19.180713653564453,0.03290676325559616
9.978378295898438,0.03603421524167061,5.215353012084961,0.20923961699008942
8.824488639831543,0.060019176453351974,4.928737163543701,0.22296935319900513
8.293221473693848,0.06897320598363876,4.769771575927734,0.23354054987430573
8.005061149597168,0.07342876493930817,4.673137664794922,0.24037905037403107
7.825157642364502,0.07611298561096191,4.596480369567871,0.24646952748298645
7.708385467529297,0.0782095417380333,4.55049467086792,0.25014162063598633
7.618157863616943,0.07957398891448975,4.509758472442627,0.25360727310180664
7.54814338684082,0.08082075417041779,4.477315425872803,0.25639018416404724
7.493445873260498,0.08183382451534271,4.448370933532715,0.2589718997478485
7.453231334686279,0.08265572041273117,4.426748752593994,0.2610342800617218
7.424561500549316,0.08315857499837875,4.408519268035889,0.26267141103744507
7.3976616859436035,0.08376014232635498,4.388812065124512,0.2645809054374695
7.374149322509766,0.08427697420120239,4.371204853057861,0.2662409245967865
7.352016448974609,0.08485457301139832,4.35699987411499,0.2675569951534271
7.3344879150390625,0.0850856676697731,4.344249248504639,0.26888325810432434
7.3187737464904785,0.08525644987821579,4.334654808044434,0.2697903513908386
7.304975509643555,0.08543533086776733,4.32280969619751,0.27087366580963135
7.291833877563477,0.08558426797389984,4.312104225158691,0.27199867367744446
7.2797698974609375,0.08580350130796432,4.302098751068115,0.27286297082901
7.267873287200928,0.08597850799560547,4.292754173278809,0.27373266220092773
7.257861614227295,0.08612637966871262,4.284144401550293,0.2745271921157837
7.246301174163818,0.08638985455036163,4.276710033416748,0.2751834988594055
7.238272666931152,0.0864960104227066,4.2690534591674805,0.27591896057128906
7.2309722900390625,0.08654700964689255,4.262815952301025,0.2766117453575134
7.224180698394775,0.08675047755241394,4.2563066482543945,0.277266263961792
7.2164306640625,0.08691509068012238,4.24967098236084,0.27793118357658386
7.2092485427856445,0.08707132190465927,4.243967533111572,0.2784733176231384
7.202359199523926,0.08717978745698929,4.23837423324585,0.27899324893951416
7.197331428527832,0.08723530918359756,4.233360767364502,0.2794897258281708
7.193634510040283,0.08724755048751831,4.229538917541504,0.27996382117271423
7.188385486602783,0.08731596916913986,4.224097728729248,0.28053414821624756
7.182618141174316,0.08746085315942764,4.218489646911621,0.2810884118080139
7.178321361541748,0.08751016855239868,4.2140703201293945,0.2815159857273102
7.174261569976807,0.08763428032398224,4.209616661071777,0.282015323638916
7.170056343078613,0.08765972405672073,4.204657554626465,0.28249138593673706
7.167017459869385,0.08766574412584305,4.200455665588379,0.2829657196998596
7.163424491882324,0.0877038910984993,4.196390628814697,0.2834004759788513
7.159442901611328,0.08780410140752792,4.192934036254883,0.2837170958518982
7.156033515930176,0.08778385072946548,4.18904447555542,0.2841614782810211
7.152095794677734,0.08778435736894608,4.186062335968018,0.28442972898483276
7.150008201599121,0.08781544119119644,4.183041572570801,0.2847343385219574
7.1468400955200195,0.08789076656103134,4.179666042327881,0.2850598096847534
