cce_loss,cce_accuracy,disc_loss,gan_loss
"tf.Tensor(44.75326, shape=(), dtype=float32)","tf.Tensor(0.45306438, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.67897, shape=(), dtype=float32)","tf.Tensor(0.45395532, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.67801, shape=(), dtype=float32)","tf.Tensor(0.4542693, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.605072, shape=(), dtype=float32)","tf.Tensor(0.45511526, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.547478, shape=(), dtype=float32)","tf.Tensor(0.4559031, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.492424, shape=(), dtype=float32)","tf.Tensor(0.4566996, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.467026, shape=(), dtype=float32)","tf.Tensor(0.45721242, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.40528, shape=(), dtype=float32)","tf.Tensor(0.45814648, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.343475, shape=(), dtype=float32)","tf.Tensor(0.4592767, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.38389, shape=(), dtype=float32)","tf.Tensor(0.45875096, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.435146, shape=(), dtype=float32)","tf.Tensor(0.45793375, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.45385, shape=(), dtype=float32)","tf.Tensor(0.4577433, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.510468, shape=(), dtype=float32)","tf.Tensor(0.45697346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(28.846134, shape=(), dtype=float32)","tf.Tensor(0.7243402, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.95121, shape=(), dtype=float32)","tf.Tensor(0.4593169, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.55649, shape=(), dtype=float32)","tf.Tensor(0.45179775, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.873108, shape=(), dtype=float32)","tf.Tensor(0.4637686, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.361534, shape=(), dtype=float32)","tf.Tensor(0.45759994, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.998543, shape=(), dtype=float32)","tf.Tensor(0.44865888, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.861843, shape=(), dtype=float32)","tf.Tensor(0.45145673, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.498882, shape=(), dtype=float32)","tf.Tensor(0.45660645, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.406586, shape=(), dtype=float32)","tf.Tensor(0.45752203, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.6228, shape=(), dtype=float32)","tf.Tensor(0.4544448, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.49725, shape=(), dtype=float32)","tf.Tensor(0.4563346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.3348, shape=(), dtype=float32)","tf.Tensor(0.45836243, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.26175, shape=(), dtype=float32)","tf.Tensor(0.45914263, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.56815, shape=(), dtype=float32)","tf.Tensor(0.45460922, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.686207, shape=(), dtype=float32)","tf.Tensor(0.45315084, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.51364, shape=(), dtype=float32)","tf.Tensor(0.45584673, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.702675, shape=(), dtype=float32)","tf.Tensor(0.45306438, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.62914, shape=(), dtype=float32)","tf.Tensor(0.45395532, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.628902, shape=(), dtype=float32)","tf.Tensor(0.4542693, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.556656, shape=(), dtype=float32)","tf.Tensor(0.45511526, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.499363, shape=(), dtype=float32)","tf.Tensor(0.4559031, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.4442, shape=(), dtype=float32)","tf.Tensor(0.4566996, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.418797, shape=(), dtype=float32)","tf.Tensor(0.45721242, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.357445, shape=(), dtype=float32)","tf.Tensor(0.45814648, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.295578, shape=(), dtype=float32)","tf.Tensor(0.4592767, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.335526, shape=(), dtype=float32)","tf.Tensor(0.45875096, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.3869, shape=(), dtype=float32)","tf.Tensor(0.45793375, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.405563, shape=(), dtype=float32)","tf.Tensor(0.4577433, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.462605, shape=(), dtype=float32)","tf.Tensor(0.45697346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(28.815235, shape=(), dtype=float32)","tf.Tensor(0.7243402, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.874096, shape=(), dtype=float32)","tf.Tensor(0.4593169, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.486412, shape=(), dtype=float32)","tf.Tensor(0.45179775, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.810432, shape=(), dtype=float32)","tf.Tensor(0.4637686, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.301086, shape=(), dtype=float32)","tf.Tensor(0.45759994, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.938797, shape=(), dtype=float32)","tf.Tensor(0.44865888, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.803616, shape=(), dtype=float32)","tf.Tensor(0.45145673, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.44199, shape=(), dtype=float32)","tf.Tensor(0.45660645, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.350018, shape=(), dtype=float32)","tf.Tensor(0.45752203, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.56303, shape=(), dtype=float32)","tf.Tensor(0.4544448, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.439053, shape=(), dtype=float32)","tf.Tensor(0.4563346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.278057, shape=(), dtype=float32)","tf.Tensor(0.45836243, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.20619, shape=(), dtype=float32)","tf.Tensor(0.45914263, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.513336, shape=(), dtype=float32)","tf.Tensor(0.45460922, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.631622, shape=(), dtype=float32)","tf.Tensor(0.45315084, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.45991, shape=(), dtype=float32)","tf.Tensor(0.45584673, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.64855, shape=(), dtype=float32)","tf.Tensor(0.45306438, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.574615, shape=(), dtype=float32)","tf.Tensor(0.45395532, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.57374, shape=(), dtype=float32)","tf.Tensor(0.4542693, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.501995, shape=(), dtype=float32)","tf.Tensor(0.45511526, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.44511, shape=(), dtype=float32)","tf.Tensor(0.4559031, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.390087, shape=(), dtype=float32)","tf.Tensor(0.4566996, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.364708, shape=(), dtype=float32)","tf.Tensor(0.45721242, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.303806, shape=(), dtype=float32)","tf.Tensor(0.45814648, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.242073, shape=(), dtype=float32)","tf.Tensor(0.4592767, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.281933, shape=(), dtype=float32)","tf.Tensor(0.45875096, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.33339, shape=(), dtype=float32)","tf.Tensor(0.45793375, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.351974, shape=(), dtype=float32)","tf.Tensor(0.4577433, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.407726, shape=(), dtype=float32)","tf.Tensor(0.45697346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(28.808908, shape=(), dtype=float32)","tf.Tensor(0.7243402, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.771786, shape=(), dtype=float32)","tf.Tensor(0.4593169, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.39977, shape=(), dtype=float32)","tf.Tensor(0.45179775, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.73222, shape=(), dtype=float32)","tf.Tensor(0.4637686, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.22655, shape=(), dtype=float32)","tf.Tensor(0.45759994, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.866184, shape=(), dtype=float32)","tf.Tensor(0.44865888, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.733948, shape=(), dtype=float32)","tf.Tensor(0.45145673, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.37541, shape=(), dtype=float32)","tf.Tensor(0.45660645, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.28318, shape=(), dtype=float32)","tf.Tensor(0.45752203, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.491287, shape=(), dtype=float32)","tf.Tensor(0.4544448, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.368908, shape=(), dtype=float32)","tf.Tensor(0.4563346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.210472, shape=(), dtype=float32)","tf.Tensor(0.45836243, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.140083, shape=(), dtype=float32)","tf.Tensor(0.45914263, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.448635, shape=(), dtype=float32)","tf.Tensor(0.45460922, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.56749, shape=(), dtype=float32)","tf.Tensor(0.45315084, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.39682, shape=(), dtype=float32)","tf.Tensor(0.45584673, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.585835, shape=(), dtype=float32)","tf.Tensor(0.45306438, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.51306, shape=(), dtype=float32)","tf.Tensor(0.45395532, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.511967, shape=(), dtype=float32)","tf.Tensor(0.4542693, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.440514, shape=(), dtype=float32)","tf.Tensor(0.45511526, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.383865, shape=(), dtype=float32)","tf.Tensor(0.4559031, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.329353, shape=(), dtype=float32)","tf.Tensor(0.4566996, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.303864, shape=(), dtype=float32)","tf.Tensor(0.45721242, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.243572, shape=(), dtype=float32)","tf.Tensor(0.45814648, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.181973, shape=(), dtype=float32)","tf.Tensor(0.4592767, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.221657, shape=(), dtype=float32)","tf.Tensor(0.45875096, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.273254, shape=(), dtype=float32)","tf.Tensor(0.45793375, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.291904, shape=(), dtype=float32)","tf.Tensor(0.4577433, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.347004, shape=(), dtype=float32)","tf.Tensor(0.45697346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(28.823837, shape=(), dtype=float32)","tf.Tensor(0.7243402, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.643757, shape=(), dtype=float32)","tf.Tensor(0.4593169, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.29403, shape=(), dtype=float32)","tf.Tensor(0.45179775, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.63969, shape=(), dtype=float32)","tf.Tensor(0.4637686, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.139698, shape=(), dtype=float32)","tf.Tensor(0.45759994, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.78332, shape=(), dtype=float32)","tf.Tensor(0.44865888, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.65525, shape=(), dtype=float32)","tf.Tensor(0.45145673, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.300766, shape=(), dtype=float32)","tf.Tensor(0.45660645, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.208534, shape=(), dtype=float32)","tf.Tensor(0.45752203, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.412983, shape=(), dtype=float32)","tf.Tensor(0.4544448, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.292637, shape=(), dtype=float32)","tf.Tensor(0.4563346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.137104, shape=(), dtype=float32)","tf.Tensor(0.45836243, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.067833, shape=(), dtype=float32)","tf.Tensor(0.45914263, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.377403, shape=(), dtype=float32)","tf.Tensor(0.45460922, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.496555, shape=(), dtype=float32)","tf.Tensor(0.45315084, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.326782, shape=(), dtype=float32)","tf.Tensor(0.45584673, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.5158, shape=(), dtype=float32)","tf.Tensor(0.45306438, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.443466, shape=(), dtype=float32)","tf.Tensor(0.45395532, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.44217, shape=(), dtype=float32)","tf.Tensor(0.4542693, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.371082, shape=(), dtype=float32)","tf.Tensor(0.45511526, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.31462, shape=(), dtype=float32)","tf.Tensor(0.4559031, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.26097, shape=(), dtype=float32)","tf.Tensor(0.4566996, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.23493, shape=(), dtype=float32)","tf.Tensor(0.45721242, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.17528, shape=(), dtype=float32)","tf.Tensor(0.45814648, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.114017, shape=(), dtype=float32)","tf.Tensor(0.4592767, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.153397, shape=(), dtype=float32)","tf.Tensor(0.45875096, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.205254, shape=(), dtype=float32)","tf.Tensor(0.45793375, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.22402, shape=(), dtype=float32)","tf.Tensor(0.4577433, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.278748, shape=(), dtype=float32)","tf.Tensor(0.45697346, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(28.828709, shape=(), dtype=float32)","tf.Tensor(0.7243402, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.516586, shape=(), dtype=float32)","tf.Tensor(0.4593169, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(44.19826, shape=(), dtype=float32)","tf.Tensor(0.45179775, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
"tf.Tensor(43.55496, shape=(), dtype=float32)","tf.Tensor(0.4637686, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
